"hour","bc_us_MWh","bc_ab_MWh","datetime_pst"
14,-572,242,2006-12-20 13:00:00
15,-539,256,2006-12-20 14:00:00
16,-837,242,2006-12-20 15:00:00
17,-530,254,2006-12-20 16:00:00
18,-614,163,2006-12-20 17:00:00
19,-639,119,2006-12-20 18:00:00
20,-454,437,2006-12-20 19:00:00
21,-589,114,2006-12-20 20:00:00
22,-678,59,2006-12-20 21:00:00
23,-149,45,2006-12-20 22:00:00
24,-237,-154,2006-12-20 23:00:00
1,118,-207,2007-01-20
2,178,-318,2007-01-20 01:00:00
3,219,-272,2007-01-20 02:00:00
4,192,-233,2007-01-20 03:00:00
5,275,-232,2007-01-20 04:00:00
6,396,-292,2007-01-20 05:00:00
7,997,-487,2007-01-20 06:00:00
8,1009,-469,2007-01-20 07:00:00
9,646,-357,2007-01-20 08:00:00
10,664,-306,2007-01-20 09:00:00
11,641,-307,2007-01-20 10:00:00
12,770,-325,2007-01-20 11:00:00
13,926,-326,2007-01-20 12:00:00
14,1027,-310,2007-01-20 13:00:00
15,1152,-322,2007-01-20 14:00:00
16,1112,-260,2007-01-20 15:00:00
17,1073,-143,2007-01-20 16:00:00
18,1028,-51,2007-01-20 17:00:00
19,1232,-7,2007-01-20 18:00:00
20,1160,75,2007-01-20 19:00:00
21,884,-46,2007-01-20 20:00:00
22,856,-368,2007-01-20 21:00:00
23,-641,-531,2007-01-20 22:00:00
24,-417,-654,2007-01-20 23:00:00
1,-961,-833,2007-02-20
2,-875,-819,2007-02-20 01:00:00
3,-696,-797,2007-02-20 02:00:00
4,-585,-827,2007-02-20 03:00:00
5,-552,-837,2007-02-20 04:00:00
6,-531,-811,2007-02-20 05:00:00
7,-865,-760,2007-02-20 06:00:00
8,-1076,-661,2007-02-20 07:00:00
9,-1289,-388,2007-02-20 08:00:00
10,-1426,-565,2007-02-20 09:00:00
11,-1387,-742,2007-02-20 10:00:00
12,-1284,-810,2007-02-20 11:00:00
13,-1045,-733,2007-02-20 12:00:00
14,-1042,-887,2007-02-20 13:00:00
15,-1169,-813,2007-02-20 14:00:00
16,-1387,-821,2007-02-20 15:00:00
17,-1276,-766,2007-02-20 16:00:00
18,-1240,-566,2007-02-20 17:00:00
19,-983,-558,2007-02-20 18:00:00
20,-758,-349,2007-02-20 19:00:00
21,-545,-547,2007-02-20 20:00:00
22,-467,-677,2007-02-20 21:00:00
23,-469,-665,2007-02-20 22:00:00
24,-711,-663,2007-02-20 23:00:00
1,-697,-809,2007-03-20
2,-571,-808,2007-03-20 01:00:00
3,-824,-840,2007-03-20 02:00:00
4,-936,-754,2007-03-20 03:00:00
5,-900,-734,2007-03-20 04:00:00
6,-593,-789,2007-03-20 05:00:00
7,-490,-639,2007-03-20 06:00:00
8,-509,-778,2007-03-20 07:00:00
9,-530,-537,2007-03-20 08:00:00
10,-360,-534,2007-03-20 09:00:00
11,-302,-543,2007-03-20 10:00:00
12,-223,-533,2007-03-20 11:00:00
13,-219,-551,2007-03-20 12:00:00
14,-106,-556,2007-03-20 13:00:00
15,-393,-519,2007-03-20 14:00:00
16,-346,-532,2007-03-20 15:00:00
17,-412,-544,2007-03-20 16:00:00
18,-430,-849,2007-03-20 17:00:00
19,-336,-863,2007-03-20 18:00:00
20,-382,-835,2007-03-20 19:00:00
21,-526,-838,2007-03-20 20:00:00
22,-556,-873,2007-03-20 21:00:00
23,-607,-833,2007-03-20 22:00:00
24,-707,-809,2007-03-20 23:00:00
1,-803,-852,2007-04-20
2,-876,-772,2007-04-20 01:00:00
3,-1048,-722,2007-04-20 02:00:00
4,-1165,-602,2007-04-20 03:00:00
5,-1093,-565,2007-04-20 04:00:00
6,-827,-371,2007-04-20 05:00:00
7,-1204,-305,2007-04-20 06:00:00
8,-1248,-294,2007-04-20 07:00:00
9,-1450,-319,2007-04-20 08:00:00
10,-1381,-513,2007-04-20 09:00:00
11,-1467,-691,2007-04-20 10:00:00
12,-1410,-798,2007-04-20 11:00:00
13,-1612,-858,2007-04-20 12:00:00
14,-1514,-884,2007-04-20 13:00:00
15,-1505,-875,2007-04-20 14:00:00
16,-1331,-907,2007-04-20 15:00:00
17,-1127,-728,2007-04-20 16:00:00
18,-1087,-422,2007-04-20 17:00:00
19,-1112,-265,2007-04-20 18:00:00
20,-1100,-300,2007-04-20 19:00:00
21,-1303,-406,2007-04-20 20:00:00
22,-1580,-505,2007-04-20 21:00:00
23,-1431,-629,2007-04-20 22:00:00
24,-1250,-756,2007-04-20 23:00:00
1,-126,-741,2007-05-20
2,-130,-842,2007-05-20 01:00:00
3,-131,-864,2007-05-20 02:00:00
4,-129,-873,2007-05-20 03:00:00
5,-115,-896,2007-05-20 04:00:00
6,-144,-769,2007-05-20 05:00:00
7,-273,-722,2007-05-20 06:00:00
8,-338,-714,2007-05-20 07:00:00
9,-299,-679,2007-05-20 08:00:00
10,-312,-545,2007-05-20 09:00:00
11,-313,-454,2007-05-20 10:00:00
12,-341,-428,2007-05-20 11:00:00
13,-394,-524,2007-05-20 12:00:00
14,-520,-523,2007-05-20 13:00:00
15,-1356,-390,2007-05-20 14:00:00
16,-1232,-328,2007-05-20 15:00:00
17,-984,-332,2007-05-20 16:00:00
18,-726,-353,2007-05-20 17:00:00
19,-664,-282,2007-05-20 18:00:00
20,-487,-298,2007-05-20 19:00:00
21,-354,-335,2007-05-20 20:00:00
22,-565,-445,2007-05-20 21:00:00
23,-1017,-705,2007-05-20 22:00:00
24,-920,-852,2007-05-20 23:00:00
1,-453,-906,2007-06-20
2,-461,-892,2007-06-20 01:00:00
3,-471,-848,2007-06-20 02:00:00
4,-460,-874,2007-06-20 03:00:00
5,-406,-892,2007-06-20 04:00:00
6,-313,-890,2007-06-20 05:00:00
7,-389,-837,2007-06-20 06:00:00
8,-486,-862,2007-06-20 07:00:00
9,-573,-916,2007-06-20 08:00:00
10,-587,-906,2007-06-20 09:00:00
11,-600,-674,2007-06-20 10:00:00
12,-726,-619,2007-06-20 11:00:00
13,-756,-716,2007-06-20 12:00:00
14,-847,-780,2007-06-20 13:00:00
